trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
253,False,"{'a': 0.5, 'e': 0.28223929614052395}",25,0,-65.1626930973171,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.2808316217783804}",25,0,-35.30051140683714,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.27943096822140795}",30,0,-5.5934768890247435,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.27803730045319475}",25,16,-8.762368910732604,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.276650583631974}",20,1,-134.18926095936055,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 2}",1
258,False,"{'a': 0.5, 'e': 0.27527078308975295}",25,0,-71.22098971309892,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
259,False,"{'a': 0.5, 'e': 0.2738978643314462}",20,0,0.8023266901235206,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
260,False,"{'a': 0.5, 'e': 0.27253179303401326}",30,0,-13.027760671188764,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
261,False,"{'a': 0.5, 'e': 0.2711725350456005}",25,0,13.375041871056332,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
262,False,"{'a': 0.5, 'e': 0.2698200563846875}",35,17,22.548078622689875,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.2684743232392372}",25,0,-33.42949116993731,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
264,False,"{'a': 0.5, 'e': 0.26713530196585095}",20,0,-37.35843665578439,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
265,False,"{'a': 0.5, 'e': 0.26580295908892715}",25,0,-10.042984976587743,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
266,False,"{'a': 0.5, 'e': 0.2644772612998245}",25,0,-0.6733567054422043,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.26315817545602926}",20,0,-63.44656643684364,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
268,False,"{'a': 0.5, 'e': 0.26184566858032654}",30,3,-53.39819123247771,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 2}",1
269,False,"{'a': 0.5, 'e': 0.26053970785997616}",30,0,17.280631336385007,"{0: 27, 1: 2, 2: 0, 3: 1, 4: 0}",0
270,False,"{'a': 0.5, 'e': 0.25924026064589206}",20,0,7.974434576118561,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
271,False,"{'a': 0.5, 'e': 0.25794729445182624}",30,10,6.948498590695772,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.25666077695355644}",25,0,31.087996522739182,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.25538067598807823}",20,0,-13.482896315609928,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
274,False,"{'a': 0.5, 'e': 0.2541069595528008}",25,0,16.91497494319046,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.252839595804747}",25,0,-66.51488143342135,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
276,False,"{'a': 0.5, 'e': 0.25157855305975707}",25,0,-44.163253029668304,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
277,False,"{'a': 0.5, 'e': 0.25032379979169667}",25,0,-33.29849451384592,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
278,False,"{'a': 0.5, 'e': 0.24907530463166874}",35,14,15.439697783411255,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.2478330363672293}",25,5,19.810746978200896,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.24659696394160704}",30,7,20.982542952860356,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.24536705645292692}",20,0,11.603344699798528,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
282,False,"{'a': 0.5, 'e': 0.24414328315343764}",20,0,15.042369507166207,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
283,False,"{'a': 0.5, 'e': 0.24292561344874303}",20,0,-24.810462288783718,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.241714016897037}",25,0,-42.605089837738596,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
285,False,"{'a': 0.5, 'e': 0.24050846320834268}",30,15,19.617341679392332,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.23930892224375508}",25,0,-9.229199495365183,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
287,False,"{'a': 0.5, 'e': 0.23811536401468758}",25,2,24.118188082101476,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.2369277586821223}",25,11,-4.484549097932131,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.23574607655586408}",20,8,17.927151516471234,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.2345702880937982}",30,0,-28.702330197799153,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
291,False,"{'a': 0.5, 'e': 0.23340036390115187}",20,0,5.322170563805404,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
292,False,"{'a': 0.5, 'e': 0.23223627472975936}",30,0,29.867011421677876,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.23107799147733074}",20,0,-1.1292965041901342,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
294,False,"{'a': 0.5, 'e': 0.22992548518672437}",25,0,-0.7622775394636911,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.22877872704522298}",20,6,-40.51583623040278,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
296,False,"{'a': 0.5, 'e': 0.2276376883838133}",25,8,12.813907511549372,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.22650234067646932}",25,0,-25.629628070125353,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
298,False,"{'a': 0.5, 'e': 0.22537265553943928}",20,3,8.745592983018257,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.22424860473053587}",20,0,-55.883750448470195,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
300,False,"{'a': 0.5, 'e': 0.22313016014843037}",25,0,-13.996697435776955,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
301,False,"{'a': 0.5, 'e': 0.22201729383194996}",35,0,-26.298646727463883,"{0: 31, 1: 3, 2: 0, 3: 0, 4: 1}",0
302,False,"{'a': 0.5, 'e': 0.22090997795937875}",20,8,15.44325159587913,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.21980818484776227}",30,16,-12.491207807887108,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.21871188695221533}",25,0,-26.233429014529275,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
305,False,"{'a': 0.5, 'e': 0.21762105686523345}",25,11,-1.1236083675138517,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.21653566731600762}",30,15,-35.47151147894204,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
307,False,"{'a': 0.5, 'e': 0.2154556911697426}",20,0,4.011803353659912,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
308,False,"{'a': 0.5, 'e': 0.2143811014269785}",30,0,20.97803717531829,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
309,False,"{'a': 0.5, 'e': 0.21331187122291576}",20,0,17.65991388381485,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
310,False,"{'a': 0.5, 'e': 0.2122479738267436}",20,0,6.191499375754692,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
311,False,"{'a': 0.5, 'e': 0.2111893826409717}",20,0,19.707791100710054,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
312,False,"{'a': 0.5, 'e': 0.21013607120076527}",20,11,15.599401125529187,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.20908801317328346}",25,0,4.566301539587911,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
314,False,"{'a': 0.5, 'e': 0.208045182357021}",25,0,-18.572051012933997,"{0: 22, 1: 1, 2: 0, 3: 2, 4: 0}",0
315,False,"{'a': 0.5, 'e': 0.20700755268115315}",20,11,-37.134037856668535,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
316,False,"{'a': 0.5, 'e': 0.205975098204884}",20,0,-58.7202757661501,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
317,False,"{'a': 0.5, 'e': 0.20494779311679784}",20,0,21.07338234835998,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
318,False,"{'a': 0.5, 'e': 0.20392561173421397}",30,0,13.687497629812277,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
319,False,"{'a': 0.5, 'e': 0.2029085285025446}",20,0,17.515677931544346,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
320,False,"{'a': 0.5, 'e': 0.20189651799465594}",30,0,13.405517376243925,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
321,False,"{'a': 0.5, 'e': 0.2008895549102326}",25,0,30.451803722487988,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
322,False,"{'a': 0.5, 'e': 0.19988761407514505}",20,8,-1.958870052470575,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.19889067044082018}",20,0,-53.87571183321355,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
324,False,"{'a': 0.5, 'e': 0.19789869908361524}",30,0,-13.038781771737181,"{0: 27, 1: 1, 2: 0, 3: 2, 4: 0}",0
325,False,"{'a': 0.5, 'e': 0.19691167520419461}",20,0,1.9480684138128792,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
326,False,"{'a': 0.5, 'e': 0.19592957412690992}",20,0,8.91848781379721,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
327,False,"{'a': 0.5, 'e': 0.19495237129918308}",20,13,5.750520369406611,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.1939800422908925}",20,0,-9.5411760477539,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
329,False,"{'a': 0.5, 'e': 0.1930125627937623}",30,12,-95.29400881431144,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 2}",1
330,False,"{'a': 0.5, 'e': 0.19204990862075472}",20,0,8.340126094128127,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
331,False,"{'a': 0.5, 'e': 0.19109205570546525}",20,0,15.903140033987901,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.5, 'e': 0.19013898010152114}",20,8,16.59032314030825,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.18919065798198265}",30,0,26.229465233140473,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
334,False,"{'a': 0.5, 'e': 0.18824706563874738}",30,9,-13.674501674846713,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.18730817948195763}",20,0,-0.4040225852319287,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
336,False,"{'a': 0.5, 'e': 0.18637397603941058}",25,0,19.705786733940954,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
337,False,"{'a': 0.5, 'e': 0.1854444319559715}",25,7,-33.47183410838964,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
338,False,"{'a': 0.5, 'e': 0.18451952399298988}",25,0,18.24207092029462,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
339,False,"{'a': 0.5, 'e': 0.1835992290277185}",20,0,17.83961615627831,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
340,False,"{'a': 0.5, 'e': 0.18268352405273527}",30,0,35.34059235859549,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.18177238617536814}",35,4,7.051332550713724,"{0: 27, 1: 1, 2: 3, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.1808657926171227}",25,10,21.03620932249914,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.1799637207131128}",30,10,20.008479904765608,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.17906614791149386}",30,0,10.926010906904247,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
345,False,"{'a': 0.5, 'e': 0.17817305177289905}",20,0,-33.10610028518746,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
346,False,"{'a': 0.5, 'e': 0.17728440996987843}",20,11,13.526183260906343,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.17640020028634062}",20,5,-8.625249542789378,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.1755204006169975}",25,0,5.270704661137697,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
349,False,"{'a': 0.5, 'e': 0.1746449889668115}",20,0,21.349700547867727,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
350,False,"{'a': 0.5, 'e': 0.17377394345044575}",30,3,-15.967771709662488,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.172907242291717}",30,13,33.58005436191808,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.17204486382305115}",20,0,32.65181887221237,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
353,False,"{'a': 0.5, 'e': 0.17118678648494154}",20,0,9.741354679059228,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.17033298882541004}",25,5,5.983338211928243,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.1694834494994707}",35,18,29.67081769345052,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.1686381472685961}",25,15,17.890720828577212,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.1677970610001865}",20,13,-3.5190664630782154,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.1669601696670413}",25,0,34.12519784033234,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.16612745234683365}",30,23,10.644801779951408,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.16529888822158714}",20,0,23.143364650881033,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 0.5, 'e': 0.1644744565771555}",35,0,40.40125379456378,"{0: 34, 1: 1, 2: 0, 3: 0, 4: 0}",0
362,False,"{'a': 0.5, 'e': 0.16365413680270469}",25,0,-36.59161467445196,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
363,False,"{'a': 0.5, 'e': 0.16283790839019757}",20,0,-32.76777862145846,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
364,False,"{'a': 0.5, 'e': 0.16202575093388139}",25,0,3.785704216320188,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
365,False,"{'a': 0.5, 'e': 0.16121764412977738}",25,14,7.949404392113475,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.16041356777517338}",20,0,19.384867652647586,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
367,False,"{'a': 0.5, 'e': 0.15961350176811864}",20,0,3.0245727901496204,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
368,False,"{'a': 0.5, 'e': 0.15881742610692132}",30,0,27.975428895978233,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
369,False,"{'a': 0.5, 'e': 0.1580253208896484}",20,0,7.9520636210395885,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
370,False,"{'a': 0.5, 'e': 0.15723716631362825}",25,11,11.282438726777551,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.15645294267495535}",25,2,-56.76709730606009,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 2}",1
372,False,"{'a': 0.5, 'e': 0.15567263036799794}",20,0,2.3625861336932767,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
373,False,"{'a': 0.5, 'e': 0.15489620988490768}",20,11,12.641347155752076,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.15412366181513207}",30,18,-6.107969737072131,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.1533549668449291}",20,0,7.319202547562687,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
376,False,"{'a': 0.5, 'e': 0.1525901057568845}",30,0,-29.036469106339553,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
377,False,"{'a': 0.5, 'e': 0.15182905942943123}",20,0,16.851116188369048,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
378,False,"{'a': 0.5, 'e': 0.15107180883637147}",20,0,23.84181885713318,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
379,False,"{'a': 0.5, 'e': 0.15031833504640096}",25,0,8.472073021238566,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
380,False,"{'a': 0.5, 'e': 0.1495686192226357}",20,0,1.694877952763691,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
381,False,"{'a': 0.5, 'e': 0.14882264262214104}",20,0,4.1703503106217426,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
382,False,"{'a': 0.5, 'e': 0.1480803865954631}",30,16,-8.646598951561725,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.1473418325861626}",35,18,-6.308320274754868,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.1466069621303508}",25,4,29.11458612512255,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.14587575685622803}",20,0,22.006735818035075,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
386,False,"{'a': 0.5, 'e': 0.14514819848362437}",30,19,11.302667796847032,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.14442426882354262}",25,11,18.35245638142443,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.14370394977770357}",30,9,27.25086006982123,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.14298722333809352}",25,8,14.010379697195585,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.1422740715865142}",30,0,-25.440347512170607,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
391,False,"{'a': 0.5, 'e': 0.14156447669413466}",25,13,-21.596402171223936,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.1408584209210456}",25,5,26.43047031966659,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.140155886615816}",25,13,20.20258323356158,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.13945685621505155}",25,0,10.029474110242194,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
395,False,"{'a': 0.5, 'e': 0.13876131224295588}",20,0,-4.901330455304552,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
396,False,"{'a': 0.5, 'e': 0.13806923731089343}",20,0,7.485651497830029,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
397,False,"{'a': 0.5, 'e': 0.13738061411695487}",25,0,16.872635313339448,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
398,False,"{'a': 0.5, 'e': 0.1366954254455245}",20,15,10.07514082543103,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.1360136541668498}",25,0,-31.778815965693397,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
400,False,"{'a': 0.5, 'e': 0.1353352832366133}",20,8,22.62608506456944,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.13466029569550647}",25,13,8.612923374871757,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.13398867466880557}",20,0,17.123045970112393,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
403,False,"{'a': 0.5, 'e': 0.13332040336594997}",20,0,23.637725550374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
404,False,"{'a': 0.5, 'e': 0.1326554650801223}",20,0,21.705857392485925,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
405,False,"{'a': 0.5, 'e': 0.13199384318783078}",20,0,7.613526227080823,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
406,False,"{'a': 0.5, 'e': 0.13133552114849364}",20,0,-12.266000715414842,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
407,False,"{'a': 0.5, 'e': 0.1306804825040256}",20,0,15.911952525897819,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
408,False,"{'a': 0.5, 'e': 0.13002871087842646}",30,4,28.854943286387872,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.1293801899773716}",30,0,36.16728035165666,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
410,False,"{'a': 0.5, 'e': 0.12873490358780476}",30,0,38.47085900741082,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
411,False,"{'a': 0.5, 'e': 0.12809283557753254}",20,2,30.50203402525498,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.12745396989482127}",30,0,25.48883678055122,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
413,False,"{'a': 0.5, 'e': 0.12681829056799562}",20,0,27.29258960987068,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
414,False,"{'a': 0.5, 'e': 0.12618578170503927}",20,8,-22.15779127880661,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
415,False,"{'a': 0.5, 'e': 0.12555642749319773}",25,0,-24.04574845130626,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
416,False,"{'a': 0.5, 'e': 0.12493021219858293}",20,0,-33.369360380459696,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
417,False,"{'a': 0.5, 'e': 0.12430712016577988}",25,0,31.768058566566953,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
418,False,"{'a': 0.5, 'e': 0.12368713581745532}",25,5,20.09790564939525,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.12307024365396822}",25,9,-27.672434601219262,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
420,False,"{'a': 0.5, 'e': 0.1224564282529824}",25,7,21.48521203972649,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.12184567426908086}",25,11,20.507076801358448,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.12123796643338217}",25,0,20.267031809138864,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
423,False,"{'a': 0.5, 'e': 0.12063328955315879}",20,0,26.022991488522937,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
424,False,"{'a': 0.5, 'e': 0.12003162851145723}",30,19,0.5475631200221633,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.1194329682667201}",25,19,7.780259661012752,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.11883729385241013}",20,0,21.0055321332898,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
427,False,"{'a': 0.5, 'e': 0.1182445903766359}",25,0,12.571207112436843,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
428,False,"{'a': 0.5, 'e': 0.11765484302177967}",30,0,10.557171885883083,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
429,False,"{'a': 0.5, 'e': 0.11706803704412685}",25,0,18.219717997533635,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
430,False,"{'a': 0.5, 'e': 0.11648415777349744}",20,0,11.095376137126996,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
431,False,"{'a': 0.5, 'e': 0.11590319061287925}",25,3,-1.5724796151421947,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.11532512103806301}",20,0,13.775141325610383,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
433,False,"{'a': 0.5, 'e': 0.11474993459727924}",30,14,13.2009201838444,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.11417761691083697}",30,5,28.379606718982487,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.11360815367076423}",20,0,-2.161365551761376,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
436,False,"{'a': 0.5, 'e': 0.11304153064045035}",30,14,28.912303096528003,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.11247773365429006}",20,5,25.042935282121586,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
