trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
69,False,"{'a': 0.5, 'e': 0.7082203534678005}",25,0,-182.81599466210875,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
70,False,"{'a': 0.5, 'e': 0.704688089718714}",25,0,-50.75290180278716,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.701173443208573}",20,0,-126.03454303831583,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
72,False,"{'a': 0.5, 'e': 0.6976763260710317}",20,0,5.104637958334058,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.6941966508779794}",20,0,-53.719957705065276,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
74,False,"{'a': 0.5, 'e': 0.6907343306373552}",30,0,-174.29664927448266,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
75,False,"{'a': 0.5, 'e': 0.6872892787909728}",25,0,-14.202027544954001,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.6838614092123565}",20,0,-48.76516934126316,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.6804506362045882}",30,0,-127.81519096299576,"{0: 21, 1: 2, 2: 2, 3: 4, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.6770568744981653}",25,0,-11.022354735490513,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
79,False,"{'a': 0.5, 'e': 0.6736800392488682}",20,0,-82.76702230119129,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
80,False,"{'a': 0.5, 'e': 0.6703200460356399}",20,0,-136.24573985006134,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
81,False,"{'a': 0.5, 'e': 0.6669768108584749}",25,0,-89.77400402785123,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
82,False,"{'a': 0.5, 'e': 0.66365025013632}",20,0,-67.24681830905618,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.6603402807049835}",20,0,-194.2010971040809,"{0: 8, 1: 2, 2: 7, 3: 0, 4: 3}",0
84,False,"{'a': 0.5, 'e': 0.6570468198150574}",20,0,-20.750822842132656,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.653769785129848}",25,13,14.36229488435771,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.6505090947233172}",25,0,-109.29603312741152,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
87,False,"{'a': 0.5, 'e': 0.6472646670780353}",25,1,-57.69513657101106,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.6440364210831421}",25,0,-120.18357843827567,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.6408242760323195}",25,0,-115.77694337319022,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.637628151621774}",20,0,-51.344213110234534,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
91,False,"{'a': 0.5, 'e': 0.6344479679482289}",25,0,-91.07775625835681,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.6312836455069267}",25,0,-137.79658079458056,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
93,False,"{'a': 0.5, 'e': 0.6281351051896416}",20,0,-113.44297905959368,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
94,False,"{'a': 0.5, 'e': 0.6250022682827016}",30,0,-59.902188999496374,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.6218850564650208}",20,0,-12.361809572168228,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.6187833918061416}",20,0,-70.42571035197743,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
97,False,"{'a': 0.5, 'e': 0.6156971967642859}",20,9,-7.800208773617417,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.6126263941844169}",25,0,-85.64063384819411,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.6095709072963101}",25,11,-22.697474032190613,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.6065306597126343}",25,0,-8.63703889787411,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.6035055754270414}",25,0,-69.36615053385937,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.6004955788122668}",30,0,-71.98088860137415,"{0: 20, 1: 1, 2: 9, 3: 0, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.5975005946182383}",20,0,-83.64322876761044,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.5945205479701952}",25,0,-26.295022297277743,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
105,False,"{'a': 0.5, 'e': 0.5915553643668159}",25,0,-87.6529136431772,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
106,False,"{'a': 0.5, 'e': 0.588604969678356}",20,0,-77.54372577041744,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
107,False,"{'a': 0.5, 'e': 0.5856692901447945}",25,0,-55.421854540014536,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.5827482523739904}",25,0,-32.4243521989864,"{0: 20, 1: 3, 2: 0, 3: 2, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.5798417833398471}",25,8,14.49168444785789,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.5769498103804874}",20,0,-29.51333070350395,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.5740722611964367}",25,0,-147.281775289819,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
112,False,"{'a': 0.5, 'e': 0.5712090638488155}",25,0,-50.35459250942869,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
113,False,"{'a': 0.5, 'e': 0.5683601467575411}",20,0,-27.758125568806303,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.5655254386995378}",30,12,-35.04628986243176,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
115,False,"{'a': 0.5, 'e': 0.5627048688069564}",20,0,-69.48300220608087,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
116,False,"{'a': 0.5, 'e': 0.5598983665654027}",20,0,-1.8650123546143877,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.5571058618121746}",20,0,-56.08701942413541,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
118,False,"{'a': 0.5, 'e': 0.5543272847345078}",20,0,-61.8531861548083,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
119,False,"{'a': 0.5, 'e': 0.5515625658678305}",25,0,-26.21651344589222,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
120,False,"{'a': 0.5, 'e': 0.5488116360940272}",20,16,7.979689561476891,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.5460744266397102}",30,3,-106.39388649360419,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 1}",1
122,False,"{'a': 0.5, 'e': 0.5433508690745006}",20,11,-26.24014009163258,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.5406408953093174}",30,0,0.9740773039074178,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
124,False,"{'a': 0.5, 'e': 0.5379444375946753}",25,0,-107.35182299367561,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.5352614285189911}",20,0,-35.265058552155935,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.532591801006898}",35,15,-173.93763022287104,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",1
127,False,"{'a': 0.5, 'e': 0.5299354883175692}",25,0,-76.2592247334791,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
128,False,"{'a': 0.5, 'e': 0.5272924240430493}",25,0,-155.88837100813694,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
129,False,"{'a': 0.5, 'e': 0.5246625421065937}",20,0,-38.401135440697814,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.5220457767610168}",25,0,-102.31957172548462,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
131,False,"{'a': 0.5, 'e': 0.519442062587049}",20,0,-82.96397384949107,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
132,False,"{'a': 0.5, 'e': 0.5168513344917001}",20,2,18.269969565160455,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.5142735277066328}",20,0,-27.083799046286256,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
134,False,"{'a': 0.5, 'e': 0.5117085777865433}",25,0,-74.90129348475547,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.50915642060755}",20,0,-47.9199835919777,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.5066169923655904}",20,1,-16.5911432053106,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.5040902295748263}",25,0,-166.04190457165592,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 4}",0
138,False,"{'a': 0.5, 'e': 0.5015760690660563}",25,0,-72.87025805204655,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.4990744479851368}",20,0,-1.4657950531955173,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.4965853037914103}",25,0,-43.07405365917031,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.49410857425614246}",20,0,-13.871947610356383,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.4916441974609659}",25,0,-77.7189047828243,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
143,False,"{'a': 0.5, 'e': 0.4891921117963323}",25,0,-59.192391929418854,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.48675225595997246}",30,3,-49.79482998355494,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 1}",1
145,False,"{'a': 0.5, 'e': 0.4843245689553633}",25,0,-90.36769634660557,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
146,False,"{'a': 0.5, 'e': 0.48190899009020327}",20,0,-43.452638311219246,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.47950545897489494}",20,0,14.748005653572484,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
148,False,"{'a': 0.5, 'e': 0.4771139155210352}",20,0,-47.62140043127584,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
149,False,"{'a': 0.5, 'e': 0.47473429993991323}",20,0,-40.57904365962,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
150,False,"{'a': 0.5, 'e': 0.4723665527410155}",20,0,-24.45417524588082,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.4700106147305388}",30,0,-23.86473912916977,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.46766642700991007}",35,16,-4.489320873680569,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.46533393097431425}",30,0,-27.70417259310816,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.4630130683112289}",20,0,-49.83611686068666,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.46070378099896664}",30,0,-42.49169291967259,"{0: 23, 1: 3, 2: 2, 3: 2, 4: 0}",0
156,False,"{'a': 0.5, 'e': 0.45840601130522435}",30,9,-104.05770924794834,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 2}",1
157,False,"{'a': 0.5, 'e': 0.45611970178564004}",20,10,-23.630229791937317,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.4538447952823566}",20,0,-16.885935085604164,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.451581234922593}",20,0,-82.94144651845802,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
160,False,"{'a': 0.5, 'e': 0.44932896411722234}",25,0,-15.203360618159142,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
161,False,"{'a': 0.5, 'e': 0.4470879265593572}",30,0,-100.79136436610492,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.4448580662229419}",20,0,-100.64423373852361,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
163,False,"{'a': 0.5, 'e': 0.44263932736135186}",25,0,-50.614636992068306,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
164,False,"{'a': 0.5, 'e': 0.440431654506}",20,9,3.7660364744195016,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.43823499246495}",30,13,-10.07233176262792,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.4360492863215364}",20,0,-39.428974797766415,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
167,False,"{'a': 0.5, 'e': 0.4338744814329917}",25,0,7.79944241058286,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.43171052342908045}",30,0,-53.040273770485356,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 2}",0
169,False,"{'a': 0.5, 'e': 0.4295573582107399}",25,0,4.760667496566869,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
170,False,"{'a': 0.5, 'e': 0.42741493194872743}",20,0,12.22155880500304,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
171,False,"{'a': 0.5, 'e': 0.42528319108227486}",20,0,-22.770068984501282,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
172,False,"{'a': 0.5, 'e': 0.42316208231774954}",25,0,-133.4155251286177,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
173,False,"{'a': 0.5, 'e': 0.4210515526273219}",25,0,-166.44134461004253,"{0: 18, 1: 0, 2: 1, 3: 3, 4: 3}",0
174,False,"{'a': 0.5, 'e': 0.4189515492476397}",25,0,20.934492686114456,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.41686201967850917}",20,8,-21.266487813827453,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.41478291168158216}",30,0,-50.241787795185,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
177,False,"{'a': 0.5, 'e': 0.41271417327905047}",20,0,-44.61301234366171,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
178,False,"{'a': 0.5, 'e': 0.4106557527523463}",20,0,-22.19401603389923,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
179,False,"{'a': 0.5, 'e': 0.4086075986408492}",25,0,-130.29038429901544,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 3}",0
180,False,"{'a': 0.5, 'e': 0.4065696597405999}",35,19,-15.297791633876583,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.4045418851030196}",25,0,-91.71161892152544,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
182,False,"{'a': 0.5, 'e': 0.40252422403363675}",30,3,1.9973947624211106,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.40051662609081956}",30,0,-72.95772684027445,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.3985190410845149}",25,0,-46.81323675396142,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
185,False,"{'a': 0.5, 'e': 0.3965314190749936}",30,0,-68.17867446230025,"{0: 23, 1: 0, 2: 5, 3: 2, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.39455371037160186}",30,0,-5.631784211697521,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
187,False,"{'a': 0.5, 'e': 0.3925858655315191}",30,0,-14.871794913395217,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.3906278353585218}",20,0,-10.933580441622162,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.3886795709017537}",25,1,3.160285329618227,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.3867410234545019}",25,0,-31.20020806419351,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
191,False,"{'a': 0.5, 'e': 0.38481214455297924}",20,0,-57.19205609899537,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.38289288597511273}",20,0,-38.50772988114088,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
193,False,"{'a': 0.5, 'e': 0.3809831997393379}",35,0,12.439202437089552,"{0: 32, 1: 1, 2: 2, 3: 0, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.3790830381033995}",30,0,-43.99053957443941,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
195,False,"{'a': 0.5, 'e': 0.3771923535631576}",20,0,-48.88861376069606,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.37531109885140024}",20,6,-67.5849994563518,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 1}",1
197,False,"{'a': 0.5, 'e': 0.3734392269366616}",20,4,-30.41039766537738,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.5, 'e': 0.3715766910220464}",25,0,17.503503844441127,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
199,False,"{'a': 0.5, 'e': 0.36972344454405964}",35,0,-80.36285602117223,"{0: 30, 1: 0, 2: 2, 3: 1, 4: 2}",0
200,False,"{'a': 0.5, 'e': 0.367879441171443}",20,7,-28.036987176768605,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.366044634804016}",20,0,-43.313730556721204,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.364218979571524}",25,0,-23.353567467746938,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
203,False,"{'a': 0.5, 'e': 0.362402429832491}",30,14,-47.7975444702771,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
204,False,"{'a': 0.5, 'e': 0.36059494017307897}",25,0,13.927124804955145,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
205,False,"{'a': 0.5, 'e': 0.3587964654059523}",30,7,19.616746701914334,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.35700696056914805}",20,0,-43.16492062744354,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
207,False,"{'a': 0.5, 'e': 0.3552263809249522}",20,0,-1.2615570394018187,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.3534546819587808}",25,0,-21.89867425622329,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.35169181937806754}",20,0,-2.043586240186195,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.349937749111156}",30,0,-20.49020401262695,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
211,False,"{'a': 0.5, 'e': 0.3481924273061982}",20,0,-29.554781424218465,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.34645581033005807}",25,0,-98.44325794969235,"{0: 16, 1: 4, 2: 2, 3: 2, 4: 1}",0
213,False,"{'a': 0.5, 'e': 0.3447278547672208}",20,0,-43.11789920413286,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
214,False,"{'a': 0.5, 'e': 0.3430085174187073}",20,0,14.237577608103278,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.3412977553009943}",25,3,-10.808029009655472,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.3395955256449398}",25,0,-63.24378094770265,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
217,False,"{'a': 0.5, 'e': 0.33790178589471365}",30,0,-31.95546521471297,"{0: 22, 1: 4, 2: 4, 3: 0, 4: 0}",0
218,False,"{'a': 0.5, 'e': 0.33621649370673395}",30,12,-63.86417998473983,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 1}",1
219,False,"{'a': 0.5, 'e': 0.33453960694860824}",35,0,-38.90451663174059,"{0: 32, 1: 0, 2: 0, 3: 2, 4: 1}",0
220,False,"{'a': 0.5, 'e': 0.33287108369808016}",20,5,-5.401357504012649,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.3312108822419816}",20,0,1.7797997293169117,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.32955896107518967}",20,0,-12.77846316204747,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.32791527889958916}",30,0,-50.9886085726597,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
224,False,"{'a': 0.5, 'e': 0.3262797946230401}",25,6,-3.5706074131094097,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.32465246735835035}",20,9,-2.3452954007435274,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.32303325642225356}",20,4,-1.066562941947474,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.32142212133439196}",25,0,-16.362663151379394,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
228,False,"{'a': 0.5, 'e': 0.3198190218163045}",25,3,23.32607605958417,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.3182239177904197}",25,0,-7.296245718143962,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
230,False,"{'a': 0.5, 'e': 0.31663676937905383}",20,8,7.229145395431479,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.3150575369034139}",20,0,-15.899165780427998,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
232,False,"{'a': 0.5, 'e': 0.3134861808826059}",25,0,-93.34147431348192,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
233,False,"{'a': 0.5, 'e': 0.31192266203264735}",20,0,-27.946102217623075,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.3103669412654856}",20,0,-31.860216338208794,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.3088189796880204}",20,3,-65.99636263023733,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
236,False,"{'a': 0.5, 'e': 0.3072787386011318}",25,0,-62.554436880108,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.30574617949871236}",20,9,7.5246204655191455,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.30422126406670463}",25,0,-10.196685467230726,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.30270395418214346}",20,0,-40.21021822883417,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.3011942119122027}",20,0,-26.91282771328747,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
241,False,"{'a': 0.5, 'e': 0.29969199951324693}",30,0,35.8350630293967,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
242,False,"{'a': 0.5, 'e': 0.298197279429888}",30,16,-14.96621446939178,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.2967100142940459}",30,0,16.321443505512732,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.2952301669240148}",30,20,4.860791700097406,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.29375770032353343}",25,0,-28.851706307208634,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
246,False,"{'a': 0.5, 'e': 0.29229257768086003}",20,0,-33.63783418917285,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
247,False,"{'a': 0.5, 'e': 0.2908347623678522}",25,0,-12.700574796201762,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.2893842179390513}",35,0,-66.60314545205772,"{0: 25, 1: 2, 2: 7, 3: 1, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.2879409081307709}",20,8,6.387415164931364,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.2865047968601907}",20,0,10.485975830200214,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.2850758482244542}",20,0,18.49574811693999,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
252,False,"{'a': 0.5, 'e': 0.283654026499771}",25,0,-66.75156721592295,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
